match_id,interval_id,period,start_s,seconds,smoothing_frames,attacking_team_id,defending_team_id,focal_player_id,focal_relative_path_m,focal_relative_net_x_change_m,focal_relative_net_y_change_m,focal_relative_net_displacement_m,focal_absolute_path_m,leave_one_out_centroid_path_m,full_defending_outfield_centroid_path_m,sum_defending_outfield_paths_m,ball_path_m,collective_rank_bin,misaligned_interval_id,misaligned_relative_path_m
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-00012X,3.27827137777592,-1.4055557194210238,-2.586349158059985,2.943601339820789,8.468169997431332,10.821583377686448,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,16.582302717612084
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-000270,3.2879935967911753,-2.0087301068835828,-0.2768253182607987,2.027715191818299,8.972179230975966,10.748918560118623,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,17.65940756515674
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0002BO,11.254975353086172,-7.988094990215615,1.629522864780725,8.152607333825847,12.92059422666694,10.95946203185367,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,13.293494607427874
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0027AX,3.48578662593655,2.00555596086714,0.47079388679019996,2.060073201614142,11.713157619640175,10.490154612350178,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,19.63952819735265
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0027B6,2.3911409030327744,-0.6912693996278101,-0.19587305235484465,0.718484262528134,10.288790487658906,10.623970978138129,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,17.102453289366682
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-0028BD,3.536207826951943,2.0499997574185578,-1.3768252153245264,2.4694425846675547,10.813101114524775,10.603835824829725,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,19.721744104626886
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-002G4A,6.699660153095788,6.197618823202827,1.424761874335153,6.359278691508732,15.526088493916067,10.118218441833537,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,24.011913674169936
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-002GKO,3.479010461395588,0.5817456377877157,0.9215875618041522,1.089840181474861,12.105604839092674,10.426857524155253,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,18.594799303969086
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-J01BGM,5.141800515646522,-0.7563487404868727,0.22317477256532747,0.7885875958608939,11.95155795798312,10.52362831569553,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,15.815898852698954
J03WMX,J03WMX_firstHalf_1685194217230000128_5s,firstHalf,5.0,5,7,DFL-CLU-00000G,DFL-CLU-000008,DFL-OBJ-J01D1W,2.686451804380727,2.015078777358646,-0.23396821627541176,2.0286161798596383,11.650504069840627,10.47148990976116,10.569283187527997,114.40974803773058,4.9311810686502415,2,J03WMX_firstHalf_1685194227230000128_5s,19.554694117949886
